"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"YDR400W"	310.530683548579	-9.32328688130335e-06	0.00144252337549833	1.71084529623079e-05	0.000166870875035923
"YDR427W"	890.467373142477	-9.00550288105318e-06	0.001442511329643	3.19862958955661e-07	4.735988946339e-06
"YDR502C"	14197.3749132402	-6.29168971074635e-06	0.00144253875781846	4.45830963323084e-13	1.54257513309787e-11
"YDR503C"	111.613606621414	-9.19810798335758e-06	0.00144259862740845	6.43202014189835e-06	7.07091980147822e-05
"YDR529C"	578.728358290555	-1.15001551252977e-05	0.00144254931696725	1.91538273421933e-05	0.000183552858524167
"YEL007W"	753.767067891084	-6.48101363166771e-06	0.00144257880037245	5.45551022032806e-05	0.000460983601393788
"YEL050C"	271.832492320922	-0.169587269117361	0.129544910290681	2.39163294565111e-05	0.00022364999978251
"YEL072W"	201.679931638023	-4.72237467100074e-06	0.00144261014709245	3.13122153515971e-06	3.73587121091469e-05
"YER010C"	320.075416633279	-1.19932510262419e-05	0.00144247862993518	0.000100369397942452	0.000772780362809156
"YER012W"	739.773650855603	-3.76645702555075e-06	0.00144251937825097	1.97688521672704e-14	7.46899046825493e-13
"YER014W"	122.675560898669	-1.21913594152628e-06	0.00144262040138249	2.74117758134393e-06	3.30045813548626e-05
"YER020W"	327.595862655042	-5.39218736436968e-07	0.00144261480009803	1.73131696138243e-07	2.71639086017377e-06
"YER021W"	1813.94485026728	-6.05472864111862e-06	0.00144244654828752	1.16085140639888e-10	2.98103013502587e-09
"YER042W"	396.160515874702	-3.24875808429447e-06	0.00144261101701335	7.01462842769235e-08	1.17939046761252e-06
"YER048C"	541.781722718684	-1.09641267760355e-06	0.00144242172029023	2.23917354709288e-05	0.000211195507870712
"YER054C"	36.8419351304179	-5.59178363750362e-06	0.00144267374888255	4.80031105017948e-05	0.000410901625571353
"YER062C"	429.832803526564	-9.15944724342682e-06	0.00144268220468516	8.02587941958434e-13	2.65136338212801e-11
"YER069W"	5557.31997533432	-7.5143404279388e-07	0.00144257276177703	4.69269179351776e-05	0.000402738327031146
"YER070W"	5942.1341935346	-3.38740727700252e-06	0.00144263066416321	5.7828981458921e-05	0.000484907811366004
"YER077C"	139.433378766941	-4.59445241302651e-07	0.00144262747886306	6.35988784512451e-06	7.00333378456424e-05
"YER081W"	5259.9292418443	-7.3304140773579e-06	0.00144258386579639	3.68190408816657e-05	0.000327535013201719
"YER090W"	1725.36990726857	-9.41350484542862e-06	0.00144239284125715	4.69953041728128e-17	2.16046943798651e-15
"YER103W"	419.652128502515	-7.51889353369796e-07	0.00144267446283304	1.29378893047207e-06	1.66445566123745e-05
"YER122C"	812.816861662508	-2.13449622621811e-06	0.00144251412665278	1.73075314904071e-05	0.000168313183458486
"YER138C"	64.2016303031717	-1.35853642051898e-06	0.0014426663756885	1.82490463936595e-33	1.68970747875941e-31
"YER160C"	133.738433880173	-4.0674189065529e-06	0.00144266864403407	5.74236101362399e-19	3.11985795897224e-17
"YER163C"	130.389187235997	-3.55167766352375e-06	0.00144260606875076	3.79526765493587e-06	4.38490150501729e-05
"YFL013C"	240.375573563352	-4.02571482502646e-06	0.00144256596140933	6.91498047412274e-05	0.00056470908865693
"YFL014W"	872.701164382354	-8.08567752988736e-06	0.00144268372234254	1.48272964203194e-08	2.77705546060342e-07
"YFL018C"	1593.24970800543	-8.98613982220752e-06	0.00144249832053101	2.65446139207254e-05	0.000245780692837815
"YFL034C-A"	509.970185359853	-4.14224592063741e-07	0.00144253270557114	2.18793645602525e-08	3.97334095632872e-07
"YFL045C"	4312.0676316565	-2.4893923417544e-05	0.00144252027082517	5.79130650498645e-09	1.18000741575498e-07
"YFL061W"	6.75291408951991	-1.80180152491597e-07	0.00144269089754323	1.51562800345199e-09	3.28836253950277e-08
"YFR003C"	79.8742829169038	-9.26356444676262e-06	0.00144264410448996	2.01616493569998e-05	0.000192929669392892
"YFR004W"	697.570917959983	-1.37419790548503e-05	0.00144252111002672	1.84228751119056e-18	9.38852565780366e-17
"YFR006W"	696.931244374992	-8.38019544308336e-06	0.00144247517938089	4.25189751310207e-11	1.15028700621946e-09
"YFR014C"	215.64353633044	-1.80419789995366e-05	0.00144264695355379	7.00691332667733e-05	0.000571506801607652
"YFR016C"	357.342535101692	-9.40819845212453e-07	0.00144257583691222	7.97485370113611e-09	1.55108545062925e-07
"YFR032C"	13.108655331813	-2.36375182300905e-06	0.00144268709877977	1.29091579067673e-05	0.000130561237044751
"YFR050C"	1156.62060403517	-1.96345804241629e-05	0.00144250881713585	7.26366253558614e-23	4.77513175089433e-21
"YFR052W"	611.415369606587	-3.4447134081966e-06	0.0014425319472673	3.88694792488414e-14	1.43555031787575e-12
"YFR057W"	7.12219428420545	-9.92852371117508e-07	0.00144269234650318	6.23500185605111e-12	1.88888950238157e-10
"YGL002W"	272.462244042008	-1.23261261471019e-06	0.00144250313056212	1.24132088698874e-05	0.000126127411299289
"YGL011C"	783.340794224479	-1.04458199491105e-05	0.00144252353453582	6.18621534263073e-13	2.07490712563543e-11
"YGL013C"	896.8972770376	-2.2440324777952e-06	0.00144250288530725	5.9679521607322e-11	1.59485030506722e-09
"YGL015C"	2.42284187556291	-4.23365871405387e-07	0.00144269304865509	8.85165504829929e-05	0.000696061965161717
"YGL038C"	440.621087800387	-2.78077529567227e-05	0.00144265877988424	1.13685742659056e-05	0.00011659439504534
"YGL043W"	236.900266894115	-5.8573120101226e-07	0.00144259840560368	5.14413008311536e-06	5.81056892893478e-05
"YGL045W"	161.333473102216	-7.63330153873291e-06	0.00144261934108435	2.84233214717928e-18	1.42637339966081e-16
"YGL049C"	580.384550938076	-2.84051264414392e-07	0.00144250204877377	1.40495638231449e-12	4.59511604842561e-11
"YGL054C"	586.106836433107	-1.81133966671763e-05	0.0014424005921493	4.98199523499518e-07	7.0282482134889e-06
"YGL067W"	503.23415821672	-9.38545203471874e-07	0.00144251711804731	5.08044011010663e-08	8.78916139048446e-07
"YGL091C"	165.447708683903	-1.15225178697064e-05	0.0014425807829294	9.60119687431856e-06	9.95556281573663e-05
"YGL096W"	95.2732166964648	-8.02178106041175e-06	0.00144266168457568	3.3991446858199e-08	6.03945328772434e-07
"YGL098W"	119.565342491919	-8.16466240391796e-07	0.00144263561550356	1.00011488019247e-05	0.000103539452321028
"YGL105W"	2764.11280801257	-1.04171046156693e-05	0.00144237757279117	4.53075080447147e-07	6.51753955986771e-06
"YGL123W"	25634.9973206227	-9.08173433284198e-07	0.00144253006980817	0.000134711571819336	0.000981811389290817
"YGL135W"	10909.5915787045	-1.63729057938418e-05	0.00144248372334014	5.67783604864312e-06	6.35878946912775e-05
"YGL141W"	421.904820406363	-1.88698370538596e-05	0.00144252835143178	1.11496394886238e-08	2.13696005825694e-07
"YGL175C"	70.058781480928	-3.7180623983156e-06	0.001442650417393	2.7575029826535e-06	3.31404471809215e-05
"YGL179C"	151.497682189831	-5.48064815322222e-06	0.00144266272466201	3.22772686279733e-06	3.83708433924587e-05
"YGL207W"	2432.59512687017	-7.67500805231363e-06	0.00144256184904795	1.11070047634786e-06	1.45453086285076e-05
"YGL213C"	685.400081172022	-6.45441686051184e-06	0.00144246660195305	7.0166127007628e-09	1.38937385225345e-07
"YGL221C"	496.44497157096	-1.14684681627904e-05	0.00144232539856696	2.14871379887965e-05	0.000203539546308859
"YGL248W"	241.119053961818	-2.38082270659921e-06	0.00144261705452852	4.09083233225188e-16	1.72391870206563e-14
"YGL253W"	9377.06957226606	-3.66046584075138e-06	0.0014426238124163	9.121013350396e-05	0.000714678686120421
