"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"YGR005C"	221.345451823927	1.07543411941078e-05	0.00144251399853211	0.000110573511190584	0.00083170510591178
"YGR014W"	4911.72772075997	7.69522405897523e-06	0.00144268707427726	4.76241979474179e-07	6.76201894830077e-06
"YGR027W-B"	485.927856214576	6.60283095795914e-06	0.0014426403338135	5.09468796936264e-92	1.97014580650529e-89
"YGR035C"	15.1609703755103	2.01283114686726e-06	0.00144267931059412	7.20905347008278e-06	7.85522628812332e-05
"YGR038C-B"	114.351638867783	1.17439186381062e-06	0.00144266656704853	1.10388457257806e-43	1.36923343021286e-41
"YGR044C"	269.33554260549	3.94961104704706e-06	0.0014426308813214	4.58112092647418e-115	2.31663761312625e-112
"YGR048W"	302.64335861645	2.98227414700484e-06	0.00144254384588537	2.93614248349198e-20	1.73893699878164e-18
"YGR050C"	31.6532473504031	3.69264591953818e-06	0.00144267246431903	7.67113977594752e-07	1.04626707234604e-05
"YGR055W"	1310.20103270622	2.07046373023266e-06	0.00144268149932355	3.43227687341444e-06	4.02206562670705e-05
"YGR110W"	125.623560236531	2.07727365791874e-06	0.00144262840511863	6.83072354912694e-05	0.000559217641493904
"YGR125W"	4602.51882711811	4.28924212211235e-06	0.00144266395963962	6.17260171122931e-05	0.00051106654470556
"YGR134W"	415.545531172192	8.5152542523438e-06	0.0014424393373801	2.87566002970305e-07	4.35589609107554e-06
"YGR140W"	243.849913846804	7.11633654757903e-06	0.0014425582250289	7.51157620975821e-05	0.000606647444753691
"YGR157W"	6522.71309624647	6.05312664548396e-06	0.00144265357928444	8.28375947822526e-07	1.12052334999697e-05
"YGR161C-D"	276.478045081509	5.5038038389663e-06	0.00144265508967054	5.39347117105929e-43	6.22047008395504e-41
"YGR161W-B"	123.180773272546	2.92660761916372e-06	0.00144265212052085	1.79286805771497e-54	2.87471088083371e-52
"YGR184C"	2744.18601123051	2.553874592527e-05	0.00144238347832288	7.99711609393779e-05	0.000637248984261176
"YGR201C"	136.320376504598	6.9383443331018e-07	0.00144266093009015	6.45556348455631e-06	7.08495398121422e-05
"YGR202C"	340.273090975374	1.37970390537198e-05	0.00144255178227195	1.67808598343822e-05	0.000163918829942391
"YGR211W"	1302.32248096859	5.01594627107581e-07	0.00144260559722439	1.60577148539466e-10	4.0445753812201e-09
"YGR227W"	464.823690672412	7.92992570519911e-06	0.00144253193125845	5.99372961590939e-09	1.21239318446118e-07
"YGR238C"	333.450243695141	1.31624868610195e-06	0.00144248691748246	2.17553335791436e-16	9.45898572900021e-15
"YGR253C"	1044.78273981042	1.85944007746551e-06	0.00144251258705205	1.36607928998631e-13	4.88076372411415e-12
"YGR276C"	293.258309030852	2.02822085688439e-06	0.00144247724451405	5.25435339502735e-07	7.36505740275262e-06
"YGR279C"	6860.72327268437	5.89033138924912e-06	0.00144267699500562	1.6728616022079e-05	0.000163758269622705
"YHL024W"	276.15268046236	1.42311759098313e-06	0.00144265994825957	1.94353529225085e-14	7.38543411055323e-13
"YHL028W"	469.420784605077	3.71732170887976e-06	0.00144266214313458	3.8140379445214e-06	4.39885709601468e-05
"YHL029C"	748.432367677312	3.36070271741848e-06	0.00144228957925949	3.89247214025242e-12	1.21275411611467e-10
"YHL030W"	3300.70981412571	8.82500998575204e-06	0.0014426695815524	1.08348886664611e-05	0.000111294622020805
"YHR005C"	274.458299141393	2.5603362582693e-06	0.00144265272952484	1.79209917672425e-81	5.35511817626601e-79
"YHR007C-A"	25.6513382452089	2.79002882042794e-06	0.00144266989991934	3.74329747475726e-05	0.000332097673401542
"YHR008C"	951.228940017953	6.40869275908969e-07	0.00144259907574106	3.31708483115582e-06	3.9361941660683e-05
"YHR027C"	4948.89399859434	2.00965809022759e-05	0.00144258309154354	3.04002351077548e-07	4.5524178951795e-06
"YHR029C"	461.770746301771	4.70332939876679e-06	0.0014426173760476	1.14265084401363e-09	2.54636835543918e-08
"YHR037W"	1291.08132564166	6.75829591805946e-06	0.00144242699481245	1.55533087212243e-11	4.46495421542918e-10
"YHR049W"	746.188948939654	9.97603540038302e-06	0.00144253273246522	1.17015116051779e-05	0.000119635672305504
